year,site_id,site_name,launches_eff,launches_eff_int,base_2025,alpha_strength,r_post2050,K_carrying,model
2043,IN_IND,8.0,11.279,11,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2044,IN_IND,8.0,11.496,11,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2045,IN_IND,8.0,11.718,12,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2046,IN_IND,8.0,11.943,12,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2047,IN_IND,8.0,12.174,12,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2048,IN_IND,8.0,12.408,12,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2049,IN_IND,8.0,12.647,13,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2050,IN_IND,8.0,12.891,13,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2051,IN_IND,8.0,13.659,14,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2052,IN_IND,8.0,14.473,14,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2053,IN_IND,8.0,15.334,15,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2054,IN_IND,8.0,16.247,16,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2055,IN_IND,8.0,17.214,17,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2056,IN_IND,8.0,18.237,18,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2057,IN_IND,8.0,19.321,19,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2058,IN_IND,8.0,20.468,20,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2059,IN_IND,8.0,21.683,22,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2060,IN_IND,8.0,22.97,23,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2061,IN_IND,8.0,24.331,24,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2062,IN_IND,8.0,25.772,26,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2063,IN_IND,8.0,27.298,27,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2064,IN_IND,8.0,28.912,29,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2065,IN_IND,8.0,30.621,31,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2066,IN_IND,8.0,32.429,32,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2067,IN_IND,8.0,34.341,34,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2068,IN_IND,8.0,36.365,36,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2069,IN_IND,8.0,38.505,39,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2070,IN_IND,8.0,40.768,41,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2071,IN_IND,8.0,43.162,43,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2072,IN_IND,8.0,45.693,46,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2073,IN_IND,8.0,48.369,48,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2074,IN_IND,8.0,51.198,51,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2075,IN_IND,8.0,54.187,54,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2076,IN_IND,8.0,57.346,57,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2077,IN_IND,8.0,60.684,61,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2078,IN_IND,8.0,64.209,64,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2079,IN_IND,8.0,67.932,68,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2080,IN_IND,8.0,71.863,72,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2081,IN_IND,8.0,76.012,76,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2082,IN_IND,8.0,80.391,80,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2083,IN_IND,8.0,85.011,85,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2084,IN_IND,8.0,89.885,90,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2085,IN_IND,8.0,95.024,95,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2086,IN_IND,8.0,100.441,100,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2087,IN_IND,8.0,106.15,106,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2088,IN_IND,8.0,112.165,112,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2089,IN_IND,8.0,118.499,118,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2090,IN_IND,8.0,125.168,125,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2091,IN_IND,8.0,132.185,132,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2092,IN_IND,8.0,139.567,140,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2093,IN_IND,8.0,147.328,147,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2094,IN_IND,8.0,155.485,155,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2095,IN_IND,8.0,164.054,164,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2096,IN_IND,8.0,173.051,173,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2097,IN_IND,8.0,182.492,182,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2098,IN_IND,8.0,192.394,192,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2099,IN_IND,8.0,202.774,203,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2100,IN_IND,8.0,213.647,214,8.0,1.05,0.06,1907.9243328813786,exp_to_2050_then_logistic_adjusted
2025,CN_CHN,14.0,14.0,14,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2026,CN_CHN,14.0,14.283,14,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2027,CN_CHN,14.0,14.571,15,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2028,CN_CHN,14.0,14.865,15,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2029,CN_CHN,14.0,15.165,15,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2030,CN_CHN,14.0,15.471,15,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2031,CN_CHN,14.0,15.783,16,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2032,CN_CHN,14.0,16.102,16,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2033,CN_CHN,14.0,16.427,16,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2034,CN_CHN,14.0,16.758,17,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2035,CN_CHN,14.0,17.097,17,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2036,CN_CHN,14.0,17.442,17,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2037,CN_CHN,14.0,17.794,18,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2038,CN_CHN,14.0,18.153,18,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2039,CN_CHN,14.0,18.519,19,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2040,CN_CHN,14.0,18.893,19,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2041,CN_CHN,14.0,19.274,19,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2042,CN_CHN,14.0,19.663,20,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2043,CN_CHN,14.0,20.06,20,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2044,CN_CHN,14.0,20.465,20,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2045,CN_CHN,14.0,20.878,21,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2046,CN_CHN,14.0,21.3,21,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2047,CN_CHN,14.0,21.73,22,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2048,CN_CHN,14.0,22.168,22,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2049,CN_CHN,14.0,22.616,23,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2050,CN_CHN,14.0,23.072,23,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2051,CN_CHN,14.0,24.562,25,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2052,CN_CHN,14.0,26.148,26,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2053,CN_CHN,14.0,27.835,28,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2054,CN_CHN,14.0,29.63,30,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2055,CN_CHN,14.0,31.54,32,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2056,CN_CHN,14.0,33.573,34,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2057,CN_CHN,14.0,35.735,36,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2058,CN_CHN,14.0,38.034,38,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2059,CN_CHN,14.0,40.48,40,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2060,CN_CHN,14.0,43.082,43,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2061,CN_CHN,14.0,45.849,46,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2062,CN_CHN,14.0,48.791,49,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2063,CN_CHN,14.0,51.92,52,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2064,CN_CHN,14.0,55.246,55,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2065,CN_CHN,14.0,58.782,59,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2066,CN_CHN,14.0,62.541,63,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2067,CN_CHN,14.0,66.535,67,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2068,CN_CHN,14.0,70.78,71,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2069,CN_CHN,14.0,75.291,75,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2070,CN_CHN,14.0,80.082,80,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2071,CN_CHN,14.0,85.172,85,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2072,CN_CHN,14.0,90.578,91,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2073,CN_CHN,14.0,96.317,96,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2074,CN_CHN,14.0,102.411,102,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2075,CN_CHN,14.0,108.878,109,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2076,CN_CHN,14.0,115.742,116,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2077,CN_CHN,14.0,123.023,123,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2078,CN_CHN,14.0,130.747,131,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2079,CN_CHN,14.0,138.937,139,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2080,CN_CHN,14.0,147.62,148,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2081,CN_CHN,14.0,156.823,157,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2082,CN_CHN,14.0,166.573,167,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2083,CN_CHN,14.0,176.9,177,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2084,CN_CHN,14.0,187.835,188,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2085,CN_CHN,14.0,199.408,199,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2086,CN_CHN,14.0,211.653,212,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2087,CN_CHN,14.0,224.603,225,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2088,CN_CHN,14.0,238.292,238,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2089,CN_CHN,14.0,252.758,253,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2090,CN_CHN,14.0,268.036,268,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2091,CN_CHN,14.0,284.163,284,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2092,CN_CHN,14.0,301.178,301,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2093,CN_CHN,14.0,319.119,319,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2094,CN_CHN,14.0,338.026,338,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2095,CN_CHN,14.0,357.939,358,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2096,CN_CHN,14.0,378.895,379,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2097,CN_CHN,14.0,400.936,401,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2098,CN_CHN,14.0,424.099,424,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2099,CN_CHN,14.0,448.423,448,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2100,CN_CHN,14.0,473.946,474,14.0,1.1,0.065,3605.976989145806,exp_to_2050_then_logistic_adjusted
2025,NZ_NZL,13.0,13.0,13,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2026,NZ_NZL,13.0,13.262,13,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2027,NZ_NZL,13.0,13.53,14,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2028,NZ_NZL,13.0,13.803,14,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2029,NZ_NZL,13.0,14.082,14,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2030,NZ_NZL,13.0,14.366,14,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2031,NZ_NZL,13.0,14.656,15,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2032,NZ_NZL,13.0,14.952,15,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2033,NZ_NZL,13.0,15.254,15,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2034,NZ_NZL,13.0,15.561,16,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2035,NZ_NZL,13.0,15.875,16,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2036,NZ_NZL,13.0,16.196,16,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2037,NZ_NZL,13.0,16.523,17,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2038,NZ_NZL,13.0,16.856,17,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2039,NZ_NZL,13.0,17.196,17,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2040,NZ_NZL,13.0,17.544,18,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2041,NZ_NZL,13.0,17.898,18,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2042,NZ_NZL,13.0,18.259,18,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2043,NZ_NZL,13.0,18.627,19,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2044,NZ_NZL,13.0,19.003,19,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2045,NZ_NZL,13.0,19.387,19,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2046,NZ_NZL,13.0,19.778,20,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2047,NZ_NZL,13.0,20.177,20,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2048,NZ_NZL,13.0,20.585,21,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2049,NZ_NZL,13.0,21.0,21,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2050,NZ_NZL,13.0,21.424,21,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2051,NZ_NZL,13.0,22.808,23,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2052,NZ_NZL,13.0,24.28,24,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2053,NZ_NZL,13.0,25.847,26,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2054,NZ_NZL,13.0,27.514,28,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2055,NZ_NZL,13.0,29.288,29,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2056,NZ_NZL,13.0,31.175,31,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2057,NZ_NZL,13.0,33.182,33,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2058,NZ_NZL,13.0,35.318,35,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2059,NZ_NZL,13.0,37.589,38,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2060,NZ_NZL,13.0,40.005,40,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2061,NZ_NZL,13.0,42.574,43,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2062,NZ_NZL,13.0,45.306,45,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2063,NZ_NZL,13.0,48.211,48,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2064,NZ_NZL,13.0,51.3,51,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2065,NZ_NZL,13.0,54.583,55,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2066,NZ_NZL,13.0,58.073,58,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2067,NZ_NZL,13.0,61.783,62,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2068,NZ_NZL,13.0,65.724,66,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2069,NZ_NZL,13.0,69.913,70,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2070,NZ_NZL,13.0,74.362,74,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2071,NZ_NZL,13.0,79.088,79,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2072,NZ_NZL,13.0,84.108,84,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2073,NZ_NZL,13.0,89.437,89,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2074,NZ_NZL,13.0,95.096,95,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2075,NZ_NZL,13.0,101.101,101,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2076,NZ_NZL,13.0,107.474,107,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2077,NZ_NZL,13.0,114.236,114,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2078,NZ_NZL,13.0,121.408,121,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2079,NZ_NZL,13.0,129.013,129,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2080,NZ_NZL,13.0,137.076,137,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2081,NZ_NZL,13.0,145.621,146,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2082,NZ_NZL,13.0,154.675,155,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2083,NZ_NZL,13.0,164.264,164,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2084,NZ_NZL,13.0,174.418,174,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2085,NZ_NZL,13.0,185.164,185,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2086,NZ_NZL,13.0,196.535,197,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2087,NZ_NZL,13.0,208.56,209,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2088,NZ_NZL,13.0,221.272,221,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2089,NZ_NZL,13.0,234.704,235,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2090,NZ_NZL,13.0,248.89,249,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2091,NZ_NZL,13.0,263.866,264,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2092,NZ_NZL,13.0,279.665,280,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2093,NZ_NZL,13.0,296.325,296,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2094,NZ_NZL,13.0,313.882,314,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2095,NZ_NZL,13.0,332.372,332,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2096,NZ_NZL,13.0,351.831,352,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2097,NZ_NZL,13.0,372.297,372,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2098,NZ_NZL,13.0,393.806,394,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2099,NZ_NZL,13.0,416.393,416,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2100,NZ_NZL,13.0,440.093,440,13.0,1.1,0.065,3348.4072042068196,exp_to_2050_then_logistic_adjusted
2025,TX_US,36.25,36.25,36,36.25,1.15,0.1,12103.394986716245,exp_to_2050_then_logistic_adjusted
2026,TX_US,36.25,37.015,37,36.25,1.15,0.1,12103.394986716245,exp_to_2050_then_logistic_adjusted
2027,TX_US,36.25,37.796,38,36.25,1.15,0.1,12103.394986716245,exp_to_2050_then_logistic_adjusted
2028,TX_US,36.25,38.593,39,36.25,1.15,0.1,12103.394986716245,exp_to_2050_then_logistic_adjusted
2029,TX_US,36.25,39.408,39,36.25,1.15,0.1,12103.394986716245,exp_to_2050_then_logistic_adjusted
2030,TX_US,36.25,40.239,40,36.25,1.15,0.1,12103.394986716245,exp_to_2050_then_logistic_adjusted
2031,TX_US,36.25,41.088,41,36.25,1.15,0.1,12103.394986716245,exp_to_2050_then_logistic_adjusted
2032,TX_US,36.25,41.955,42,36.25,1.15,0.1,12103.394986716245,exp_to_2050_then_logistic_adjusted
2033,TX_US,36.25,42.841,43,36.25,1.15,0.1,12103.394986716245,exp_to_2050_then_logistic_adjusted
2034,TX_US,36.25,43.745,44,36.25,1.15,0.1,12103.394986716245,exp_to_2050_then_logistic_adjusted
2035,TX_US,36.25,44.668,45,36.25,1.15,0.1,12103.394986716245,exp_to_2050_then_logistic_adjusted
2036,TX_US,36.25,45.61,46,36.25,1.15,0.1,12103.394986716245,exp_to_2050_then_logistic_adjusted
2037,TX_US,36.25,46.573,47,36.25,1.15,0.1,12103.394986716245,exp_to_2050_then_logistic_adjusted
2038,TX_US,36.25,47.555,48,36.25,1.15,0.1,12103.394986716245,exp_to_2050_then_logistic_adjusted
2039,TX_US,36.25,48.559,49,36.25,1.15,0.1,12103.394986716245,exp_to_2050_then_logistic_adjusted
2040,TX_US,36.25,49.584,50,36.25,1.15,0.1,12103.394986716245,exp_to_2050_then_logistic_adjusted
2041,TX_US,36.25,50.63,51,36.25,1.15,0.1,12103.394986716245,exp_to_2050_then_logistic_adjusted
2042,TX_US,36.25,51.698,52,36.25,1.15,0.1,12103.394986716245,exp_to_2050_then_logistic_adjusted
2043,TX_US,36.25,52.789,53,36.25,1.15,0.1,12103.394986716245,exp_to_2050_then_logistic_adjusted
2044,TX_US,36.25,53.903,54,36.25,1.15,0.1,12103.394986716245,exp_to_2050_then_logistic_adjusted
2045,TX_US,36.25,55.04,55,36.25,1.15,0.1,12103.394986716245,exp_to_2050_then_logistic_adjusted
2046,TX_US,36.25,56.202,56,36.25,1.15,0.1,12103.394986716245,exp_to_2050_then_logistic_adjusted
2047,TX_US,36.25,57.388,57,36.25,1.15,0.1,12103.394986716245,exp_to_2050_then_logistic_adjusted
2048,TX_US,36.25,58.599,59,36.25,1.15,0.1,12103.394986716245,exp_to_2050_then_logistic_adjusted
